Close,Volume,MA20,MA50,RSI,MACD,Signal_Line
5.219362735748291,518080000,,,,0.0,0.0
5.08004093170166,1053628000,,,,-0.011113990066398571,-0.0022227980132797144
5.281312942504883,574588000,,,,-0.0036389900820781307,-0.002506036427039398
5.174580097198486,414564000,,,,-0.006255339690518724,-0.0032558970797352633
5.253945350646973,472588000,,,,-0.0019027689982156204,-0.002985271463431335
5.229066371917725,288388000,,,,-0.00045559916357973407,-0.0024793370034610148
5.246729850769043,224100000,,,,0.002092467813674226,-0.0015649760400339666
5.503480911254883,506476000,,,,0.024546536876618674,0.003657326543296562
5.398741245269775,385244000,,,,0.03350372262368495,0.00962660575937424
5.433597087860107,215784000,,,,0.04292017499541689,0.016285319606582773
5.3962507247924805,141556000,,,,0.04682942153772718,0.022394139992811656
5.209769248962402,372036000,,,,0.034482537747819286,0.024811819543813184
5.1701836585998535,465232000,,,,0.021258265031673496,0.024101108641385247
5.2140021324157715,273424000,,,49.789419027288986,0.014150598962666905,0.02211100670564158
5.197070598602295,184884000,,,49.13579242750824,0.007069990667496917,0.019102803498012647
5.282471179962158,232236000,,,58.19009773087951,0.008254517830557084,0.016933146364521534
5.282471179962158,211880000,,,50.05597777666135,0.009088497598419565,0.015364216611301142
5.3275346755981445,256388000,,,57.86090249333302,0.013233136696926273,0.014938000628426169
5.411189556121826,233796000,,,58.045886427261905,0.023002879887709327,0.0165509764802828
5.578747749328613,404348000,5.2945274114608765,,65.61285792572866,0.04376156156208122,0.021993093496642486
5.576756954193115,454704000,5.312397122383118,,64.94447081117053,0.05936796882820605,0.0294680685629552
5.605638027191162,320976000,5.338676977157593,,55.828836441933646,0.07322255619805507,0.03821896608997517
5.683815002441406,321196000,5.358802080154419,,66.7740713618343,0.08947918471350569,0.048471009814681276
5.714189529418945,343548000,5.385782551765442,,66.59791825445224,0.10361919285671384,0.05950064642308779
5.862329006195068,445360000,5.416201734542847,,74.37502400252968,0.12533409547120655,0.07266733623271154
5.959677696228027,603044000,5.4527323007583615,,93.2510923659789,0.14868459449691418,0.08787078788555207
5.94598388671875,355060000,5.4876950025558475,,96.1218932368281,0.16419235001777555,0.10313510031199677
5.941004753112793,138864000,5.509571194648743,,95.31343899291514,0.17407396718928236,0.1173228736874539
5.955196380615234,182852000,5.537393951416016,,97.41526624219019,0.18096432167211862,0.13005116328438684
5.897434711456299,254644000,5.560585832595825,,89.83882486970317,0.17969270759702205,0.1399794721469139
5.784151077270508,258056000,5.579980850219727,,78.34035939305619,0.1676117775165613,0.14550593322084338
5.858345985412598,231004000,5.612409687042236,,79.03053182689209,0.16215523776096408,0.14883579412886752
5.973122596740723,237536000,5.652556633949279,,79.72086383915624,0.16518821705827058,0.15210627871474813
5.877516746520996,205384000,5.685732364654541,,67.10381350148774,0.15805531857500554,0.15329608668679962
5.902165412902832,262636000,5.720987105369568,,68.15780609174172,0.15263194051658235,0.15316325745275616
5.97361946105957,314856000,5.755544519424438,,69.60205725421385,0.15234349783924905,0.15299930553005475
5.984823703765869,277108000,5.790662145614624,,67.26646706750613,0.15127518749210545,0.1526544819224649
6.050553321838379,255112000,5.826813077926635,,68.5424116601179,0.15395764678155732,0.1529151148942834
6.082921028137207,316296000,5.860399651527405,,63.939636641072326,0.15688682482668614,0.15370945688076396
6.273633003234863,319840000,5.895143914222717,,67.74553836135985,0.17260737173790552,0.1574890398521923
6.156615257263184,359088000,5.924136829376221,,60.66026525291119,0.17362225500407824,0.1607156828825695
6.114041328430176,263104000,5.949556994438171,,58.43651019493406,0.1690425794224737,0.16238106219055035
6.197696685791016,284192000,5.975251078605652,,61.073215256197656,0.17020146518735313,0.1639451427899109
6.206410884857178,253792000,5.999862146377564,,64.77028409494997,0.16986495606611385,0.1651291054451515
6.173048496246338,217916000,6.015398120880127,,70.12890662599308,0.16500413921794,0.16510411219970922
6.227075576782227,239240000,6.028768014907837,,69.49198170992997,0.16362527045692943,0.16480834385115328
6.2955427169799805,244516000,6.046245956420899,,67.92138976883834,0.16614205089690515,0.16507508526030368
6.236287593841553,373512000,6.061010098457336,,70.78170341043365,0.1614936263086708,0.16435879346997712
5.980342388153076,470536000,6.062267398834228,,53.57140211989441,0.13559403364121714,0.15860584150422513
6.173794746398926,310976000,6.07608540058136,5.71108564376831,58.22761638663631,0.12918919578585797,0.1527225123605517
6.113295078277588,258848000,6.092542600631714,5.7289642906188964,55.07479284484045,0.11787273453011782,0.14575255679446494
6.120016098022461,290504000,6.105626106262207,5.749763793945313,52.87804322932596,0.10819943187885794,0.13824193181134356
5.886478900909424,370420000,6.101293921470642,5.761867113113404,43.02377682534253,0.08075784362878036,0.12674511417483092
5.983579158782959,255564000,6.10659704208374,5.778047094345093,38.96570351991241,0.06608359598539781,0.1146128105369443
6.152881145477295,271544000,6.119132828712464,5.796025810241699,49.863380780496826,0.06733916049129451,0.10515808052781435
6.243258953094482,208220000,6.132614803314209,5.816309661865234,54.56787651196951,0.07476509271476317,0.09907948296520412
6.330150604248047,218284000,6.149881148338318,5.837978076934815,54.67159137769699,0.08666263466033186,0.09659611330422968
6.263922691345215,189752000,6.160549616813659,5.853186912536621,51.94933232567754,0.0897133239341521,0.09521955543021417
6.547255516052246,529608000,6.183766341209411,5.876157197952271,60.84571744463255,0.11368313973574917,0.09891227229132117
6.669750213623047,638556000,6.203572201728821,5.900880260467529,62.34036127441936,0.14093903238098804,0.10731762430925455
6.785522937774658,374644000,6.235017585754394,5.928665704727173,63.3080950477754,0.1699226523928452,0.11983862992597269
